"nubbinID","Date","trt1","trt2","genotype","day1_ek","day1_rlc_time","day1_pmax","day1_pmax_min","day9_rlc_time","day9_ek","day9_pmax","day9_pmax_min","day13_rlc_time","day13_ek","day13_pmax","day13_pmax_min","day19_rlc_time","day19_ek","day19_pmax","day19_pmax_min","day27_rlc_time","day27_ek","day27_pmax","day27_pmax_min","day34_rlc_time","day34_ek","day34_pmax","day34_pmax_min","day40_rlc_time","day40_ek","day40_pmax","day40_pmax_min","day53_rlc_time","day53_ek","day53_pmax","day53_pmax_min","day62_rlc_time","day62_ek","day62_pmax","day62_pmax_min","day67_rlc_time","day67_ek","day67_pmax","day67_pmax_min","day72_rlc_time","day72_ek","day72_pmax","day72_pmax_min","day80_rlc_time","day80_ek","day80_pmax","day80_pmax_min","day86_rlc_time","day86_ek","day86_pmax","day86_pmax_min","day91_rlc_time","day91_ek","day91_pmax","day91_pmax_min","day94_rlc_time","day94_ek","day94_pmax","day94_pmax_min","day100_rlc_time","day100_ek","day100_pmax","day100_pmax_min","day112_rlc_time","day112_ek","day112_pmax","day112_pmax_min","day123_rlc_time","day123_ek","day123_pmax","day123_pmax_min","day136_rlc_time","day136_ek","day136_pmax","day136_pmax_min","day151_rlc_time","day151_ek","day151_pmax","day151_pmax_min","hsat_p1","day_length_p1","rel_hsat_p1","hsat_p9","day_length_p9","rel_hsat_p9","hsat_p13","day_length_p13","rel_hsat_p13","hsat_p19","day_length_p19","rel_hsat_p19","hsat_p27","day_length_p27","rel_hsat_p27","hsat_p34","day_length_p34","rel_hsat_p34","hsat_p40","day_length_p40","rel_hsat_p40","hsat_p53","day_length_p53","rel_hsat_p53","hsat_p62","day_length_p62","rel_hsat_p62","hsat_p67","day_length_p67","rel_hsat_p67","hsat_p72","day_length_p72","rel_hsat_p72","hsat_p80","day_length_p80","rel_hsat_p80","hsat_p86","day_length_p86","rel_hsat_p86","hsat_p91","day_length_p91","rel_hsat_p91","hsat_p94","day_length_p94","rel_hsat_p94","hsat_p100","day_length_p100","rel_hsat_p100","hsat_p112","day_length_p112","rel_hsat_p112","hsat_p123","day_length_p123","rel_hsat_p123","hsat_p136","day_length_p136","rel_hsat_p136","hsat_p151","day_length_p151","rel_hsat_p151","dspi_pmax1","dspi_pmax9","dspi_pmax13","dspi_pmax19","dspi_pmax27","dspi_pmax34","dspi_pmax40","dspi_pmax53","dspi_pmax62","dspi_pmax67","dspi_pmax72","dspi_pmax80","dspi_pmax86","dspi_pmax91","dspi_pmax94","dspi_pmax100","dspi_pmax112","dspi_pmax123","dspi_pmax136","dspi_pmax151"
35,"2024-06-25","nut","NO3","L",37.0560851204962,"09:22:59",28.42,1705.2,"09:10:45",27.6797317687456,23.5,1410,"08:00:29",15.1582999289336,16.41,984.6,"11:06:44",19.2391292987381,15.36,921.6,"10:06:30",21.2094426245786,17.72,1063.2,"11:16:03",23.5536768825956,10.73,643.8,"10:46:08",2.77391688971713,6.28,376.8,"10:48:12",33.1473295051811,21.51,1290.6,NA,NA,NA,NA,"09:26:31",13.372627449715,15.7,942,NA,NA,NA,NA,NA,NA,NA,NA,"11:12:10",9.66475432802972,4.58,274.8,"10:57:18",31.4371764229287,14.17,850.2,"11:09:42",38.5467829642985,21.15,1269,"10:04:56",28.4577514171158,22.45,1347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,709.75,818.5,0.867083709191685,716.6,815.6,0.878569006735137,744.2,819.4,0.908424324520671,732,808.8,0.905059023884221,724.4,806.2,0.898466338281854,714.8,811,0.88199092414512,780.8,796.8,0.979915578539885,665,778.2,0.854444060089781,NA,778,NA,704,761.6,0.924351728928053,NA,759.4,NA,NA,749.6,NA,703.8,744.6,0.945222738327814,649,739.4,0.877730713553309,625.4,736.2,0.849494526860233,629.6,727.4,0.865539790935519,NA,706.8,NA,NA,696.6,NA,NA,682.6,NA,NA,598.5,NA,1210265.7,1010406,732739.32,674611.2,770182.08,460188.24,294205.44,858249,NA,663168,NA,NA,193404.24,551779.8,793632.6,848071.2,NA,NA,NA,NA
29,"2024-06-25","CTL","CTL","J",49.3734706603345,"09:32:02",37.66,2259.6,"15:27:00",64.4634247610351,43.37,2602.2,"10:26:12",32.7907567256473,24.71,1482.6,"09:57:36",28.3936768069309,23.59,1415.4,"07:26:20",23.0619931511072,17.37,1042.2,"09:38:45",26.7724328672024,12.67,760.2,"09:18:17",21.0567866708758,11.77,706.2,"10:19:54",24.9120989881231,16.7,1002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690.5,818.5,0.843548650462906,640.2,815.6,0.78471949442118,711,819.4,0.868030481710418,715.2,808.8,0.8842761472086,718.8,806.2,0.891514824757419,707,811,0.872403106080669,717.2,796.8,0.900096752729699,682.4,778.2,0.876821995558185,NA,778,NA,NA,761.6,NA,NA,759.4,NA,NA,749.6,NA,NA,744.6,NA,NA,739.4,NA,NA,736.2,NA,NA,727.4,NA,NA,706.8,NA,NA,696.6,NA,NA,682.6,NA,NA,598.5,NA,1560253.8,1665928.44,1054128.6,1012294.08,749133.36,537461.4,506486.64,683764.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"2024-06-25","CTL","CTL","E",43.5576941756433,"09:40:24",33.44,2006.4,"14:34:31",41.0081871875343,23.97,1438.2,"11:13:10",23.9518453351303,19.24,1154.4,"10:13:44",25.4814748071315,19.24,1154.4,"07:58:18",26.004912140987,16.93,1015.8,"09:29:06",10.4479710905002,6.62,397.2,"08:38:52",28.9453362272328,6.86,411.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,695.25,818.5,0.849353680838842,679.2,815.6,0.832631767043697,723.6,819.4,0.883448979159147,722.6,808.8,0.893435623759538,712.8,806.2,0.884072280585968,745,811,0.919367345938782,697.4,796.8,0.875251789193225,NA,778.2,NA,NA,778,NA,NA,761.6,NA,NA,759.4,NA,NA,749.6,NA,NA,744.6,NA,NA,739.4,NA,NA,736.2,NA,NA,727.4,NA,NA,706.8,NA,NA,696.6,NA,NA,682.6,NA,NA,598.5,NA,1394949.6,976825.44,835323.84,834169.44,724062.24,295914,287049.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"2024-06-25","nut","NO3","G",41.9044441952043,"09:48:42",31.58,1894.8,"15:38:07",34.5396360913431,25.71,1542.6,"10:12:14",37.5722720518863,27.77,1666.2,NA,NA,NA,NA,"07:36:28",36.2942142368209,27.74,1664.4,"10:03:39",30.3710296108348,18.45,1107,"09:28:34",37.0526135067,22.29,1337.4,"11:40:16",38.910364867832,26.24,1574.4,"09:00:22",39.5960925343702,30.36,1821.6,"08:42:15",42.2961373756123,29.95,1797,"10:29:16",33.7141917576515,23.25,1395,"09:11:45",24.1337688785846,17.93,1075.8,"10:18:28",25.0008150541186,19.21,1152.6,"11:35:05",36.7730232747604,23.7,1422,"10:45:58",38.804099012946,27.92,1675.2,"10:41:50",31.5428420116452,24,1440,"09:55:27",34.6780052647344,25.06,1503.6,"11:10:00",51.9959685575804,38.22,2293.2,"11:42:14",45.0427272281324,32.16,1929.6,"09:34:17",40.0981173153104,29.67,1780.2,698.25,818.5,0.853020439019414,697,815.6,0.854497723952655,699.8,819.4,0.854321596310675,NA,808.8,NA,692.6,806.2,0.859013597514837,700.4,811,0.864228151957085,681.4,796.8,0.855177087988292,652,778.2,0.8376999394984,630.4,778,0.811135001840477,627.2,761.6,0.823410703377561,648.4,759.4,0.853834811950606,657.6,749.6,0.877300075635014,662.4,744.6,0.88964006129555,637.8,739.4,0.862574558113976,624.6,736.2,0.848406829908997,623,727.4,0.856455972807594,600.6,706.8,0.849534832537891,520,696.6,0.746449802591677,555,682.6,0.812960081095904,468.5,598.5,0.775585293952295,1323044.1,1075192.2,1166006.76,NA,1152763.44,775342.8,911304.36,1026508.8,1148336.64,1127078.4,904518,707446.08,763482.24,906951.6,1046329.92,897120,903062.16,1192464,1070928,834023.7
8,"2024-06-25","dead","dead","C",49.906641390624,"09:57:30",37.53,2251.8,"10:19:42",58.0728681633364,41.85,2511,"10:21:37",35.3338390271288,27.35,1641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690,818.5,0.842937023947868,650.6,815.6,0.797504199200542,704.6,819.4,0.860207810157835,NA,808.8,NA,NA,806.2,NA,NA,811,NA,NA,796.8,NA,NA,778.2,NA,NA,778,NA,NA,761.6,NA,NA,759.4,NA,NA,749.6,NA,NA,744.6,NA,NA,739.4,NA,NA,736.2,NA,NA,727.4,NA,NA,706.8,NA,NA,696.6,NA,NA,682.6,NA,NA,598.5,NA,1553742,1633656.6,1156248.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,"2024-06-25","nut","NH4","M",38.0659152182098,"09:59:57",27.07,1624.2,"10:24:27",38.0243469126512,29.63,1777.8,"09:24:07",33.6711839346893,28.55,1713,"08:23:51",30.3724084839163,25.98,1558.8,"10:16:18",30.519494849994,18.38,1102.8,"10:17:34",44.5630791194108,23.87,1432.2,"10:18:48",42.366094568331,23.82,1429.2,"08:44:58",32.8485877928238,25.51,1530.6,"09:19:50",46.5645147773837,36.07,2164.2,"08:47:56",23.6273998878505,20.21,1212.6,"10:55:02",41.8098198874326,30.15,1809,"09:23:06",28.2433823758529,20.72,1243.2,"09:39:09",32.5998718118266,25.78,1546.8,"11:39:40",27.8797396575405,21.95,1317,"10:17:15",28.2193337173049,20.45,1227,"09:26:12",28.2583473338552,21.57,1294.2,"09:03:19",28.6033240509399,23.69,1421.4,"11:14:37",61.8777255188307,41.45,2487,"11:13:00",39.3248009986945,27.31,1638.6,"10:28:43",57.9659066420369,33.73,2023.8,706.75,818.5,0.863411339758681,687.2,815.6,0.842454224862878,709.8,819.4,0.866564153298439,712,808.8,0.880319986362392,705.6,806.2,0.875133526799995,669,811,0.825427048678545,673,796.8,0.844655853820214,665.4,778.2,0.854957593068124,610,778,0.78492153880328,674.8,761.6,0.885988429002492,632.8,759.4,0.833285348880121,650,749.6,0.867177519028715,642.8,744.6,0.863309268594571,659.8,739.4,0.892329881495762,648.2,736.2,0.880461066163303,630.4,727.4,0.866642491830751,619.4,706.8,0.876143172066085,491.6,696.6,0.705732898632165,569.6,682.6,0.834354020912266,303,598.5,0.519372119612882,1147903.35,1221704.16,1215887.4,1109865.6,778135.68,958141.8,961851.6,1018461.24,1320162,818262.48,1144735.2,808080,994283.04,868956.6,795341.4,815863.68,880415.16,1222609.2,933346.56,613211.4
41,"2024-06-25","CTL","CTL","N",42.275467739981,"10:09:20",32.41,1944.6,"07:35:39",45.4870422515805,36.19,2171.4,"07:34:48",31.6446746587876,26.09,1565.4,"11:16:26",30.8363106720546,21.93,1315.8,"09:52:12",39.0613663448499,28.13,1687.8,"10:57:28",38.2675247144484,23.32,1399.2,NA,NA,NA,NA,"09:31:45",22.8837521279892,14.05,843,"07:39:51",43.4126104860362,22.32,1339.2,"10:12:34",41.7816281315246,22.3,1338,"09:36:40",37.0304356955406,23.87,1432.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,697.75,818.5,0.852410682921854,671,815.6,0.822570537746754,712.6,819.4,0.869979703402108,711.4,808.8,0.8795764919386,688.2,806.2,0.853546700562516,684.8,811,0.844935610284716,NA,796.8,NA,690,778.2,0.886552252381869,619,778,0.796551043344635,628.4,761.6,0.824985556985856,642,759.4,0.845404491673205,NA,749.6,NA,NA,744.6,NA,NA,739.4,NA,NA,736.2,NA,NA,727.4,NA,NA,706.8,NA,NA,696.6,NA,NA,682.6,NA,NA,598.5,NA,1356844.65,1457009.4,1115504.04,936060.12,1161543.96,958172.16,NA,581670,828964.8,840799.2,919472.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"2024-06-25","dead","dead","E",43.0286709133355,"10:15:06",32.7,1962,"10:33:30",33.6189213953616,22.76,1365.6,"08:15:28",30.3316392399094,25.48,1528.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,696.75,818.5,0.851188554886152,699,815.6,0.856952683362826,713.6,819.4,0.871204253047702,NA,808.8,NA,NA,806.2,NA,NA,811,NA,NA,796.8,NA,NA,778.2,NA,NA,778,NA,NA,761.6,NA,NA,759.4,NA,NA,749.6,NA,NA,744.6,NA,NA,739.4,NA,NA,736.2,NA,NA,727.4,NA,NA,706.8,NA,NA,696.6,NA,NA,682.6,NA,NA,598.5,NA,1367023.5,954554.4,1090951.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,"2024-06-25","nut","NH4","H",47.4269761267413,"10:20:22",34.79,2087.4,"14:16:46",49.7002335350835,32.67,1960.2,"07:47:27",30.94934403168,25.94,1556.4,"11:02:08",23.1115147166456,15.6,936,"09:32:39",27.4822940468966,18.97,1138.2,"11:02:05",24.2433299337543,10.51,630.6,"11:28:05",26.4536794049878,13.18,790.8,"09:41:24",28.9262934476851,23.52,1411.2,"09:50:56",53.6432619811791,38.74,2324.4,"09:42:07",24.0257632645436,22.14,1328.4,"11:00:57",25.7968981402291,20.41,1224.6,"09:47:52",21.6491295974851,19.16,1149.6,"10:43:09",23.268731510103,18.2,1092,"12:02:40",23.6262134501562,14.37,862.2,"10:41:27",32.6327689544687,20.85,1251,"10:48:36",28.3608534418278,21.31,1278.6,"10:09:30",30.4943284223689,23.78,1426.8,"10:51:50",34.87872109327,27.03,1621.8,"10:42:43",47.2732242154234,30.02,1801.2,"10:23:51",91.4569099787348,44.05,2643,692.25,818.5,0.845687657135895,666,815.6,0.816432163424978,713.2,819.4,0.870718939020979,726.6,808.8,0.898382201625297,709.6,806.2,0.880099203746539,713.4,811,0.880258943336428,702.4,796.8,0.881520203146851,674,778.2,0.866025972432255,597.8,778,0.769413311814785,673.6,761.6,0.88441288104619,670.4,759.4,0.882814897960154,665.2,749.6,0.887434790028359,666.2,744.6,0.89474084199984,670.6,739.4,0.906932706801549,637.6,736.2,0.86606918707843,630,727.4,0.866089241484969,613.6,706.8,0.867891555726002,585,696.6,0.839637361389375,542.8,682.6,0.795113586372251,153.25,598.5,0.277881337095831,1445002.65,1305493.2,1110024.48,680097.6,807666.72,449870.04,555457.92,951148.8,1389526.32,894810.24,820971.84,764713.92,727490.4,578191.32,797637.6,805518,875484.48,948753,977691.36,405039.75
16,"2024-06-25","CTL","CTL","F",155.983396058681,"10:26:13",117.23,7033.8,"15:48:58",98.5624339488788,54.16,3249.6,"11:36:34",76.0442493504094,52.47,3148.2,"10:27:49",53.3630419068323,40.72,2443.2,"08:44:15",8.50922757404388,9.58,574.8,"09:33:51",17.5081319425362,12.13,727.8,NA,NA,NA,NA,"10:57:24",38.6250031428321,15.67,940.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501.75,818.5,0.612839067860304,604.6,815.6,0.741019702428886,643.8,819.4,0.78586578452711,664.2,808.8,0.821218151853737,763,806.2,0.9464089653899,728,811,0.898441759587224,NA,796.8,NA,652.2,778.2,0.8379573397558,NA,778,NA,NA,761.6,NA,NA,759.4,NA,NA,749.6,NA,NA,744.6,NA,NA,739.4,NA,NA,736.2,NA,NA,727.4,NA,NA,706.8,NA,NA,696.6,NA,NA,682.6,NA,NA,598.5,NA,3529209.15,1964708.16,2026811.16,1622773.44,438572.4,529838.4,NA,613198.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,"2024-06-25","dead","dead","C",52.9985107704343,"10:31:51",38.29,2297.4,"10:13:53",27.7540895399132,22.02,1321.2,"09:19:27",26.5406566602164,23.78,1426.8,"08:33:18",27.6048019724906,22.51,1350.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,684.75,818.5,0.836522617045644,716.4,815.6,0.87832209315489,720.6,819.4,0.879765255064857,717,808.8,0.88650725532103,NA,806.2,NA,NA,811,NA,NA,796.8,NA,NA,778.2,NA,NA,778,NA,NA,761.6,NA,NA,759.4,NA,NA,749.6,NA,NA,744.6,NA,NA,739.4,NA,NA,736.2,NA,NA,727.4,NA,NA,706.8,NA,NA,696.6,NA,NA,682.6,NA,NA,598.5,NA,1573144.65,946507.68,1028152.08,968380.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"2024-06-25","dead","dead","A",43.4510619141355,"10:37:34",34.56,2073.6,"08:23:08",39.1522583979626,29.45,1767,"09:53:14",30.2950927542178,26.79,1607.4,"08:52:20",27.2687407125509,21.64,1298.4,"07:04:58",19.8805731654053,14.77,886.2,"08:22:46",14.783645196733,7.24,434.4,"07:47:09",8.47034545754947,4.83,289.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,695.25,818.5,0.849353680838842,683.6,815.6,0.838040852561622,713.6,819.4,0.871204253047702,718.2,808.8,0.887993637548926,730,806.2,0.905421478358872,734.2,811,0.906096301472299,754,796.8,0.946288533597136,NA,778.2,NA,NA,778,NA,NA,761.6,NA,NA,759.4,NA,NA,749.6,NA,NA,744.6,NA,NA,739.4,NA,NA,736.2,NA,NA,727.4,NA,NA,706.8,NA,NA,696.6,NA,NA,682.6,NA,NA,598.5,NA,1441670.4,1207921.2,1147040.64,932510.88,646926,318936.48,218509.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"2024-06-25","CTL","CTL","G",80.546711067688,"10:42:17",66.18,3970.8,"08:36:52",55.9531962024975,36.24,2174.4,"08:45:10",60.3536448883039,41.17,2470.2,"08:08:53",57.0314925901451,41.09,2465.4,"09:13:30",30.6235265728804,23.1,1386,"07:59:26",14.7040729155397,11.92,715.2,"07:38:50",11.2779897963413,8.9,534,"10:10:46",36.051560439935,22.89,1373.4,"09:55:44",41.6675491208224,27.79,1667.4,"09:37:09",40.8081247383637,29.83,1789.8,"11:10:44",64.6989044605039,39.49,2369.4,"09:52:30",91.133049771216,52.79,3167.4,"09:44:50",75.0263391227705,53.25,3195,"11:44:14",70.2023146263932,53.64,3218.4,"10:12:30",63.8785019131754,48.17,2890.2,"09:40:20",56.199597325409,43.73,2623.8,"09:32:43",69.4971165062232,52.54,3152.4,"10:57:35",27.7052674124052,21.11,1266.6,"11:32:25",79.3929327563624,57.03,3421.8,"10:32:50",16.8468553438785,13.11,786.6,623,818.5,0.761084478169897,653,815.6,0.80045686441351,669.6,819.4,0.817395618483998,656.4,808.8,0.811569462805787,705,806.2,0.874386948359693,734.4,811,0.906347242501157,743.4,796.8,0.932990599121582,657.8,778.2,0.845170997083032,624.2,778,0.803156478277521,630.2,761.6,0.827349200836344,588.6,759.4,0.775133444263633,525,749.6,0.700493139117614,551.8,744.6,0.741103707532238,578.6,739.4,0.782464346316231,577,736.2,0.783754525475005,572.6,727.4,0.787194131250532,498.6,706.8,0.704675768026631,606.8,696.6,0.870865959060091,421.2,682.6,0.61692824932391,546.5,598.5,0.910551303252618,2473808.4,1419883.2,1654045.92,1618288.56,977130,525242.88,396975.6,903422.52,1040791.08,1127931.96,1394628.84,1662885,1763001,1862166.24,1667645.4,1502387.88,1571786.64,768572.88,1441262.16,429876.9
1,"2024-06-25","dead","dead","A",33.9847069538607,"11:20:48",26.27,1576.2,"11:13:37",51.5888298576146,28.08,1684.8,"09:33:27",34.8827359070123,28.45,1707,"08:19:16",31.888027331939,27.48,1648.8,"10:30:44",22.6860185751393,14.23,853.8,"10:42:47",26.2050494100059,9.41,564.6,NA,NA,NA,NA,"11:54:44",40.4290345481759,24.47,1468.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,713.5,818.5,0.87167370268508,663.2,815.6,0.812997122988407,705.6,819.4,0.861416533449377,708.6,808.8,0.876120872229753,720.2,806.2,0.893257082070437,708.8,811,0.87459811791345,NA,796.8,NA,649.6,778.2,0.834609721111007,NA,778,NA,NA,761.6,NA,NA,759.4,NA,NA,749.6,NA,NA,744.6,NA,NA,739.4,NA,NA,736.2,NA,NA,727.4,NA,NA,706.8,NA,NA,696.6,NA,NA,682.6,NA,NA,598.5,NA,1124618.7,1117359.36,1204459.2,1168339.68,614906.76,400188.48,NA,953742.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,"2024-06-25","nut","NO3","F",136.317299094689,"11:25:33",95.16,5709.6,"15:32:35",78.8920518651876,48.72,2923.2,"10:43:07",65.6653297971765,48.05,2883,"09:52:49",55.1093918969105,39.75,2385,"07:47:49",31.0137241162771,19.44,1166.4,"09:48:22",29.4379983552459,17.85,1071,"09:33:09",27.3082815243452,18.66,1119.6,"11:49:45",51.1047991386564,13.64,818.4,"09:39:47",2.45359078701327,8,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526,818.5,0.642499375150921,624.6,815.6,0.765574488351429,661.4,819.4,0.807348320190427,660.8,808.8,0.817015370670919,704,806.2,0.873149608548269,702,811,0.866207293101587,700.2,796.8,0.878758471423994,637.6,778.2,0.819164546614621,749,778,0.963603603995068,NA,761.6,NA,NA,759.4,NA,NA,749.6,NA,NA,744.6,NA,NA,739.4,NA,NA,736.2,NA,NA,727.4,NA,NA,706.8,NA,NA,696.6,NA,NA,682.6,NA,NA,598.5,NA,3003249.6,1825830.72,1906816.2,1576008,821145.6,751842,783943.92,521811.84,359520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,"2024-06-25","CTL","CTL","O",70.2335703241084,"11:30:11",52.06,3123.6,"14:54:35",77.7249692785423,48.62,2917.2,"11:07:02",40.0706284507863,30.78,1846.8,"10:23:06",22.8978899858453,17.98,1078.8,"08:30:17",28.8474578840154,21.06,1263.6,"09:13:39",20.3305498920611,11.54,692.4,NA,NA,NA,NA,"11:25:29",63.4575221311623,27.87,1672.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645.25,818.5,0.788272538950204,625.6,815.6,0.766800001411041,693.8,819.4,0.846999156624449,726.8,808.8,0.898630033099894,707.6,806.2,0.877616517126176,721.6,811,0.890470190666665,NA,796.8,NA,617.4,778.2,0.793152728686586,NA,778,NA,NA,761.6,NA,NA,759.4,NA,NA,749.6,NA,NA,744.6,NA,NA,739.4,NA,NA,736.2,NA,NA,727.4,NA,NA,706.8,NA,NA,696.6,NA,NA,682.6,NA,NA,598.5,NA,2015502.9,1825000.32,1281309.84,784071.84,894123.36,499635.84,NA,1032416.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"2024-06-25","nut","NO3","D",122.381623516692,"11:36:25",86.2,5172,"16:06:01",128.334271138775,85.28,5116.8,"11:17:39",69.4933078771591,48.43,2905.8,"10:07:45",63.0324748859069,49.61,2976.6,"08:13:13",32.864319464673,23.22,1393.2,"09:43:28",16.6975445685079,8.64,518.4,"08:49:54",23.1261977477414,12.98,778.8,"11:07:40",27.8078652477787,17.2,1032,"08:20:18",25.3846872337686,19.73,1183.8,"10:44:25",30.1889251116247,21.63,1297.8,"09:59:59",23.8542274049133,17.85,1071,"11:00:04",53.4136196115706,33.36,2001.6,"10:07:34",29.6737604356294,21.88,1312.8,"11:16:45",44.4448985786345,28.89,1733.4,"09:59:56",31.8708243620853,22.96,1377.6,"09:14:18",45.462848058594,33.8,2028,"09:27:46",41.0581660710049,31.93,1915.8,"10:27:19",98.0295195043054,65.14,3908.4,"10:32:17",91.7622948171047,59.05,3543,"11:24:22",46.0548180677533,32.74,1964.4,546.5,818.5,0.667563665237881,572.6,815.6,0.701759320438364,654,819.4,0.798309025486344,642.2,808.8,0.794023641392021,699.6,806.2,0.867696865405944,729.8,811,0.900671282185219,712.2,796.8,0.893820061482319,676.6,778.2,0.869386933160749,665.2,778,0.855894241427629,652.8,761.6,0.857054921488386,675.6,759.4,0.889661334274935,597,749.6,0.796446555700951,652.6,744.6,0.87648685186585,623,739.4,0.84255860564097,638.8,736.2,0.867698887447215,592.2,727.4,0.814110895507853,580,706.8,0.820286881728677,410.8,696.6,0.58986853288993,387.6,682.6,0.5676781205467,432.75,598.5,0.715045123373536,2826498,2929879.68,1900393.2,1911572.52,974682.72,378328.32,554661.36,698251.2,787463.76,847203.84,723567.6,1194955.2,856733.28,1079908.2,880010.88,1200981.6,1111164,1605570.72,1373266.8,850094.1
