"Date","rlc_end_time","nubbinID","uid","rlc_day","phase_full","tp2","pmax","maxNPQ_Ypoint1","deltaNPQ","alpha_est","alpha_st_err","alpha_t","alpha_p","ek_est","ek_st_err","ek_t","ek_p","QuanYield","F0","Fm","rlc_order","genotype","phase","trt1","trt2","rank"
"2024-07-03","3:48:58 PM",16,"2024-07-03_16",9,"heating","i",54.16,1.463,1.321,0.549512535842117,0.0295145212981794,18.6183787394178,1.54911899071024e-06,98.5624339488788,13.1695448563224,7.48411847365867,0.00029396804854276,0.644,341,958,15,"F","h","CTL","CTL",45
"2024-07-03","3:56:08 PM",32,"2024-07-03_32",9,"heating","i",26.84,0.525,0.474,0.697260663114196,0.0335301623247145,20.7950279620406,8.05072424402256e-07,38.4945855596125,3.49912811200942,11.0011935337533,3.35328110865285e-05,0.61,272,697,16,"K","h","dead","dead",46
"2024-07-03","4:01:17 PM",34,"2024-07-03_34",9,"heating","i",22.83,0.453,0.391,0.774162248296456,0.0347864039154096,22.2547363670874,5.38318284546689e-07,29.4860631427151,2.28862271651344,12.883758834499,1.34446558839157e-05,0.63,227,613,16,"L","h","dead","dead",47
"2024-07-03","4:06:01 PM",11,"2024-07-03_11",9,"heating","i",85.28,0.89,0.861,0.664531572742155,0.023090834473298,28.7790193771738,1.16578410173351e-07,128.334271138775,11.8692419759071,10.812339271478,3.70418373962834e-05,0.694,205,671,16,"D","h","nut","NO3",48
"2024-07-07","7:29:04 AM",6,"2024-07-07_6",13,"heating","h4",33.49,0.208,0.208,0.725453455063463,0.0257316886282926,28.1929983509053,1.31789880803553e-07,46.1597440253909,3.2809956333013,14.0688221455953,8.04822243251303e-06,0.679,259,807,1,"B","h","nut","NH4",1
"2024-07-07","7:34:48 AM",41,"2024-07-07_41",13,"heating","h4",26.09,0.212,0.196,0.824479474568302,0.0327578511520916,25.168912049216,2.59041200791325e-07,31.6446746587876,2.2253034196958,14.2203864779543,7.55944533964046e-06,0.633,233,635,1,"N","h","CTL","CTL",2
"2024-07-07","7:42:30 AM",7,"2024-07-07_7",13,"heating","h4",33.89,0.242,0.244,0.835412568825455,0.0267952098275669,31.1776834069045,7.23144309945247e-08,40.5687386361068,2.50214195649933,16.2136039207245,3.50180319151729e-06,0.65,282,805,1,"C","h","CTL","CTL",3
"2024-07-07","7:47:27 AM",22,"2024-07-07_22",13,"heating","h4",25.94,0.177,0.161,0.838223590527354,0.0258534523441435,32.4221144383154,5.72488522263883e-08,30.94934403168,1.6766893937896,18.4586030938798,1.63006758434674e-06,0.625,232,618,2,"H","h","nut","NH4",4
"2024-07-07","7:55:20 AM",18,"2024-07-07_18",13,"heating","h4",27.03,0.16,0.158,0.777553751277044,0.0233905868879878,33.2421651068684,4.93167385763334e-08,34.7669426569424,1.91114957995129,18.1916386983317,1.77657802052901e-06,0.633,237,646,2,"F","h","nut","NH4",5
"2024-07-07","8:00:29 AM",35,"2024-07-07_35",13,"heating","h4",16.41,-0.009,0,1.08225080758361,0.0595173298405121,18.1837930311004,1.78111027570172e-06,15.1582999289336,1.13514572890504,13.3536157895385,1.09135765883298e-05,0.587,238,576,2,"L","h","nut","NO3",6
"2024-07-07","8:06:01 AM",39,"2024-07-07_39",13,"heating","h4",25.84,0.167,0.155,0.8218620336301,0.0406230916682517,20.2314004148634,9.47447104716983e-07,31.4398876533212,2.74436646373419,11.4561550247709,2.65509579118049e-05,0.641,271,754,3,"M","h","nut","NO3",7
"2024-07-07","8:10:45 AM",10,"2024-07-07_10",13,"heating","h4",46.14,0.231,0.249,0.75642519938825,0.0165148042794162,45.8028558250034,7.25592023701612e-09,61.0007696479833,2.90433376032795,21.0033607298272,7.5886996890349e-07,0.689,232,746,3,"D","h","nut","NH4",8
"2024-07-07","8:15:28 AM",13,"2024-07-07_13",13,"heating","h4",25.48,0.099,0.095,0.839968415357384,0.0386021869233023,21.7596069628463,6.15232819506495e-07,30.3316392399094,2.43148617386828,12.4745267178116,1.62184455065776e-05,0.619,288,756,3,"E","h","dead","dead",9
"2024-07-07","8:20:37 AM",25,"2024-07-07_25",13,"heating","h4",36.13,0.209,0.209,0.821592341280536,0.0287383993862993,28.5886604273522,1.21283486077618e-07,43.9750747003766,3.03552595472882,14.4868056989831,6.78142833266904e-06,0.664,247,735,4,"I","h","nut","NO3",10
"2024-07-07","8:25:32 AM",30,"2024-07-07_30",13,"heating","h4",29.94,0.154,0.145,0.791785892470082,0.0367676368462294,21.5348594684372,6.54325951217703e-07,37.8116670918449,3.29946556706136,11.4599368665397,2.65004385852137e-05,0.634,274,748,4,"J","h","nut","NO3",11
"2024-07-07","8:30:15 AM",42,"2024-07-07_42",13,"heating","h4",28,0.119,0.124,0.79466856508173,0.0186291294104129,42.6573109013642,1.11068244683107e-08,35.2360461665932,1.51622790320119,23.2392809103432,4.16265424282227e-07,0.649,271,772,4,"N","h","CTL","CTL",12
"2024-07-07","8:35:24 AM",46,"2024-07-07_46",13,"heating","h4",33.11,0.17,0.177,0.795085324081818,0.0313748262836237,25.3415052212358,2.48717479527677e-07,41.6424251568872,3.18668501344783,13.0676314041569,1.23804606599818e-05,0.645,193,543,5,"P","h","nut","NH4",13
"2024-07-07","8:40:29 AM",3,"2024-07-07_3",13,"heating","h4",27.72,0.075,0.086,0.840233150447661,0.0238091917488486,35.290284496461,3.4505900896866e-08,32.9943113307633,1.67850497350179,19.6569636978369,1.1236612735485e-06,0.636,271,744,5,"A","h","dead","dead",14
"2024-07-07","8:45:10 AM",19,"2024-07-07_19",13,"heating","h4",41.17,0.412,0.42,0.682149171280322,0.0117287964682729,58.1602019546998,1.73591291976991e-09,60.3536448883039,2.25593320483138,26.7532942726534,1.80103545113753e-07,0.673,313,956,5,"G","h","CTL","CTL",15
"2024-07-07","8:49:44 AM",36,"2024-07-07_36",13,"heating","h4",15.18,-0.006,0,1.30289025877461,0.240698925360111,5.41294589007969,0.00164368435080316,11.6488256846332,2.67516648019003,4.35443019000661,0.00479942253001587,0.585,262,632,6,"L","h","CTL","CTL",16
"2024-07-07","8:55:43 AM",28,"2024-07-07_28",13,"heating","h4",27.61,0.129,0.136,0.846262027550032,0.0270324477801481,31.3054161588542,7.05712980627034e-08,32.6224388810872,1.86363926932921,17.5046960095605,2.22978788112818e-06,0.628,251,675,6,"J","h","nut","NH4",17
"2024-07-07","9:00:27 AM",5,"2024-07-07_5",13,"heating","h4",41.96,0.199,0.213,0.783365580565348,0.019811802915432,39.5403479385091,1.7486140310836e-08,53.5678768938055,2.8424278102541,18.8458178957294,1.44182198315995e-06,0.705,277,938,6,"B","h","nut","NO3",18
"2024-07-07","9:14:33 AM",48,"2024-07-07_48",13,"heating","h4",31.1,0.202,0.197,0.814960793617242,0.022236071899811,36.6503938865285,2.75264829576509e-08,38.1573667074404,1.96228655142875,19.4453591294594,1.19799962859538e-06,0.649,209,595,7,"P","h","CTL","CTL",19
"2024-07-07","9:19:27 AM",9,"2024-07-07_9",13,"heating","h4",23.78,0.075,0.072,0.896112256592485,0.0519511376628948,17.2491363405217,2.43182966344431e-06,26.5406566602164,2.56179563780725,10.3601771618807,4.73203337824456e-05,0.642,325,908,7,"C","h","dead","dead",20
"2024-07-07","9:24:07 AM",38,"2024-07-07_38",13,"heating","h4",28.55,0.14,0.143,0.847891351819041,0.0297326056487189,28.5172232072965,1.23106055408119e-07,33.6711839346893,2.13441702808033,15.7753538749514,4.11397286695969e-06,0.641,260,725,7,"M","h","nut","NH4",21
"2024-07-07","9:28:44 AM",33,"2024-07-07_33",13,"heating","h4",15.09,-0.015,0,1.27618648883173,0.129183507584556,9.87886544260621,6.20856686404745e-05,11.8234188872168,1.49516239440053,7.90778241313197,0.00021697265976521,0.584,248,596,8,"K","h","dead","dead",22
"2024-07-07","9:33:27 AM",1,"2024-07-07_1",13,"heating","h4",28.45,0.115,0.124,0.815555676632834,0.0296183722857581,27.5354657833439,1.51691870073339e-07,34.8827359070123,2.31750514090447,15.051848339546,5.41946407117323e-06,0.643,283,792,8,"A","h","dead","dead",23
"2024-07-07","9:38:11 AM",44,"2024-07-07_44",13,"heating","h4",28.2,0.112,0.097,0.803049679310908,0.0299380824987484,26.8236844943052,1.77306621415768e-07,35.1196517892709,2.4006057884036,14.6294955877056,6.40319274446995e-06,0.638,285,787,8,"O","h","dead","dead",24
"2024-07-07","9:43:05 AM",15,"2024-07-07_15",13,"heating","h4",31.1,0.084,0.092,0.850506503042558,0.0311644737743729,27.2908988998218,1.59973727131948e-07,36.561397902168,2.48959158893609,14.6857010863345,6.26097948817555e-06,0.639,260,721,9,"E","h","dead","dead",25
"2024-07-07","9:48:44 AM",43,"2024-07-07_43",13,"heating","h4",31.24,0.098,0.096,0.816686153612761,0.0197806296428856,41.2871667058634,1.35022913728128e-08,38.2469258108867,1.74734757955252,21.8885619887266,5.94032287598693e-07,0.635,225,616,9,"O","h","nut","NO3",26
"2024-07-07","9:53:14 AM",2,"2024-07-07_2",13,"heating","h4",26.79,0.079,0.087,0.88446572505772,0.0358095500813579,24.6991577120698,2.8976896894442e-07,30.2950927542178,2.13863384401331,14.1656286039908,7.73194223699098e-06,0.641,276,768,9,"A","h","dead","dead",27
"2024-07-07","9:58:30 AM",23,"2024-07-07_23",13,"heating","h4",26.81,0.094,0.089,0.835215914266157,0.0333812794348394,25.0204883817143,2.68320283129856e-07,32.1046473554633,2.28227558977434,14.0669459461018,8.0544991675478e-06,0.633,227,618,10,"H","h","nut","NO3",28
"2024-07-07","9:59:35 AM",20,"2024-07-07_20",13,"heating","h4",25.99,0.082,0.092,0.815536309396864,0.0197041599481544,41.3890422906992,1.33047083531676e-08,31.867897332844,1.36604692271096,23.3285524845672,4.06888500629137e-07,0.636,289,794,10,"G","h","nut","NH4",29
"2024-07-07","10:07:45 AM",40,"2024-07-07_40",13,"heating","h4",30.45,0.063,0.067,0.81178232610063,0.0215783822891492,37.620166109896,2.3548129018592e-08,37.5046933361514,1.86833829681604,20.0738235682829,9.92362570201695e-07,0.636,281,772,10,"N","h","nut","NO3",30
"2024-07-07","10:12:14 AM",21,"2024-07-07_21",13,"heating","h4",27.77,0.099,0.115,0.739169519282701,0.0292002865440319,25.313776225041,2.50343313064904e-07,37.5722720518863,2.78329683825892,13.4991969003886,1.02449492452517e-05,0.587,247,598,11,"G","h","nut","NO3",31
"2024-07-07","10:16:47 AM",4,"2024-07-07_4",13,"heating","h4",51.78,0.317,0.332,0.846625695030212,0.0261085954673601,32.4270869372743,5.71964611580465e-08,61.1620276698857,4.11635254348205,14.8583064797818,5.84666192046892e-06,0.721,250,897,11,"B","h","dead","dead",32
"2024-07-07","10:21:37 AM",8,"2024-07-07_8",13,"heating","h4",27.35,0.138,0.137,0.774168523539703,0.0286689494981297,27.0037283225257,1.70379955913175e-07,35.3338390271288,2.40403674498166,14.6977117138025,6.23106792386076e-06,0.624,277,736,11,"C","h","dead","dead",33
"2024-07-07","10:26:12 AM",29,"2024-07-07_29",13,"heating","h4",24.71,0.114,0.117,0.753442038986585,0.0260181541318345,28.958320223982,1.12340182216816e-07,32.7907567256473,2.02863264325362,16.1639697727903,3.56553221346448e-06,0.607,254,646,12,"J","h","CTL","CTL",34
"2024-07-07","10:31:01 AM",27,"2024-07-07_27",13,"heating","h4",19.55,0.029,0.035,0.847282461691384,0.027985769582907,30.2754747973371,8.61626865576804e-08,23.0694194028657,1.20701075969686,19.1128531519136,1.32670480924706e-06,0.603,254,639,12,"I","h","dead","dead",35
"2024-07-07","10:36:38 AM",47,"2024-07-07_47",13,"heating","h4",29.52,0.095,0.112,0.714561023664989,0.0248724492624899,28.729017240076,1.17793380965837e-07,41.3145242970638,2.7816909786972,14.8523055269113,5.86052080896513e-06,0.603,233,587,12,"P","h","dead","dead",36
"2024-07-07","10:43:07 AM",17,"2024-07-07_17",13,"heating","h4",48.05,0.491,0.489,0.731784129326274,0.0228592408385237,32.0126173259888,6.17619633216307e-08,65.6653297971765,4.56956559739371,14.3701470955203,7.11005389938913e-06,0.654,303,875,13,"F","h","nut","NO3",37
"2024-07-07","10:47:46 AM",12,"2024-07-07_12",13,"heating","h4",58.91,0.292,0.306,0.779707354476672,0.0197286428390635,39.5215910611358,1.75358256804704e-08,75.5505511932662,4.42972575191572,17.055356341325,2.59930571990328e-06,0.711,257,890,13,"D","h","CTL","CTL",38
"2024-07-07","10:52:27 AM",32,"2024-07-07_32",13,"heating","h4",25.32,0.144,0.141,0.780083991688679,0.0258454329469318,30.1826629598513,8.77554324964761e-08,32.4590158436214,1.91999411861383,16.9057892047376,2.7377881637562e-06,0.608,240,613,13,"K","h","dead","dead",39
"2024-07-07","10:57:38 AM",34,"2024-07-07_34",13,"heating","h4",24.84,0.065,0.07,0.897398425318646,0.0401614808150353,22.3447544041425,5.2556943779266e-07,27.6823964367994,2.09341056751794,13.2235868426045,1.1553962213823e-05,0.649,191,544,14,"L","h","dead","dead",40
"2024-07-07","11:02:23 AM",24,"2024-07-07_24",13,"heating","h4",26.53,0.158,0.149,0.748276301202944,0.0191170099127263,39.1419110320601,1.8577853741376e-08,35.4609125756916,1.66649432590975,21.2787478627227,7.02453042064537e-07,0.609,229,585,14,"H","h","CTL","CTL",41
"2024-07-07","11:07:02 AM",45,"2024-07-07_45",13,"heating","h4",30.78,0.155,0.155,0.768257474862288,0.0288246642508218,26.6527813880915,1.84187014783737e-07,40.0706284507863,2.87941073649769,13.9162599982263,8.57771146147665e-06,0.612,261,672,14,"O","h","CTL","CTL",42
"2024-07-07","11:13:10 AM",14,"2024-07-07_14",13,"heating","h4",19.24,0.065,0.054,0.803222819231308,0.049528414418509,16.2174143602534,3.49696569371183e-06,23.9518453351303,2.37109831179333,10.101582551849,5.467448139804e-05,0.596,306,758,15,"E","h","CTL","CTL",43
"2024-07-07","11:17:39 AM",11,"2024-07-07_11",13,"heating","h4",48.43,0.531,0.51,0.696887644127159,0.0228004688979012,30.5646189667314,8.14124328215975e-08,69.4933078771591,5.14726613375125,13.5010131730868,1.02369132300651e-05,0.672,305,931,15,"D","h","nut","NO3",44
"2024-07-07","11:22:28 AM",26,"2024-07-07_26",13,"heating","h4",33.15,0.189,0.196,0.748633798638959,0.0227293467109066,32.9368814757765,5.21099473467967e-08,44.2800373131594,2.65889551552056,16.6535454494872,2.99127730062666e-06,0.617,258,673,15,"I","h","nut","NH4",45
"2024-07-07","11:27:08 AM",37,"2024-07-07_37",13,"heating","h4",28.15,0.112,0.11,0.819817019630914,0.0296667665432632,27.6341885265916,1.48491100204924e-07,34.3405063463509,2.26138228029474,15.1856263514522,5.14535657555823e-06,0.628,222,596,16,"M","h","dead","dead",46
"2024-07-07","11:32:04 AM",31,"2024-07-07_31",13,"heating","h4",25.45,0.26,0.242,0.696296854746908,0.0236580491961612,29.431710492,1.01986059655413e-07,36.5474679696232,2.30733117752554,15.8397148730153,4.0167031617137e-06,0.577,289,684,16,"K","h","nut","NH4",47
"2024-07-07","11:36:34 AM",16,"2024-07-07_16",13,"heating","h4",52.47,0.981,0.934,0.689949785750238,0.0223447986591804,30.87742236007,7.66134655991701e-08,76.0442493504094,5.71713372534242,13.3011143352003,1.11670498574404e-05,0.66,289,850,16,"F","h","CTL","CTL",48
"2024-07-13","7:36:45 AM",46,"2024-07-13_46",19,"heating","h10",25.65,0.214,0.201,0.799457794785668,0.0220970499740414,36.1793902681505,2.97387205335804e-08,32.0881473026526,1.57725937541474,20.3442425531406,9.1673492328053e-07,0.645,215,606,1,"P","h","nut","NH4",1
"2024-07-13","7:41:56 AM",3,"2024-07-13_3",19,"heating","h10",22.59,0.108,0.096,0.787713731204703,0.0168951800783569,46.6235771120181,6.52420750675694e-09,28.6804834328337,1.05239800292362,27.2525065166958,1.61321147123122e-07,0.609,320,819,1,"A","h","dead","dead",2
"2024-07-13","7:46:51 AM",30,"2024-07-13_30",19,"heating","h10",23.87,0.11,0.102,0.831253924709457,0.0318862937975618,26.0693177446988,2.1013773094751e-07,28.7169019167017,1.88538040766455,15.2313569187206,5.05537789497546e-06,0.633,319,869,1,"J","h","nut","NO3",3
"2024-07-13","7:53:39 AM",36,"2024-07-13_36",19,"heating","h10",16.5,0.141,0.125,0.969682707672381,0.0745998586810879,12.9984523404762,1.27689417830422e-05,17.0160960062213,1.85809335290657,9.15782620911025,9.54346028112136e-05,0.618,241,631,2,"L","h","CTL","CTL",4
"2024-07-13","7:58:34 AM",25,"2024-07-13_25",19,"heating","h10",30.67,0.155,0.157,0.79835960741666,0.0308698051097151,25.8621525007751,2.20360385153096e-07,38.4222639692102,2.80652906769389,13.6903139224499,9.43812527016849e-06,0.65,232,662,2,"I","h","nut","NO3",5
"2024-07-13","8:03:59 AM",42,"2024-07-13_42",19,"heating","h10",26.71,0.154,0.145,0.853880463727441,0.024833500229963,34.3842171188251,4.03067349934596e-08,31.2750162477751,1.60340159802295,19.5054166631356,1.17633397166331e-06,0.653,286,824,2,"N","h","CTL","CTL",6
"2024-07-13","8:08:53 AM",19,"2024-07-13_19",19,"heating","h10",41.09,0.52,0.52,0.720458491007703,0.0165108357937256,43.6354948961147,9.69789419050254e-09,57.0314925901451,2.7942402074377,20.4103757573665,8.99274677633449e-07,0.694,227,742,3,"G","h","CTL","CTL",7
"2024-07-13","8:14:30 AM",48,"2024-07-13_48",19,"heating","h10",23.84,0.112,0.113,0.893461084280384,0.0265824515196755,33.6109362832495,4.61722329652318e-08,26.6819990091853,1.32419034975865,20.1496703355741,9.70440816125286e-07,0.648,265,752,3,"P","h","CTL","CTL",8
"2024-07-13","8:19:16 AM",1,"2024-07-13_1",19,"heating","h10",27.48,0.147,0.145,0.861613128569616,0.0251045473912127,34.3209983093025,4.07522661065312e-08,31.888027331939,1.64876626683462,19.3405384215915,1.23693685035068e-06,0.667,304,914,3,"A","h","dead","dead",9
"2024-07-13","8:23:51 AM",38,"2024-07-13_38",19,"heating","h10",25.98,0.126,0.134,0.855537931115941,0.0418084359737373,20.4632847699293,8.85584291775504e-07,30.3724084839163,2.59019284230784,11.7259255711844,2.3211451614724e-05,0.641,253,704,4,"M","h","nut","NH4",10
"2024-07-13","8:28:34 AM",44,"2024-07-13_44",19,"heating","h10",25.4,0.151,0.134,0.772227642539858,0.0199079346301717,38.7899426477671,1.96088349772655e-08,32.8930954708622,1.5207961747414,21.628865207039,6.37632346479103e-07,0.648,281,799,4,"O","h","dead","dead",11
"2024-07-13","8:33:18 AM",9,"2024-07-13_9",19,"heating","h10",22.51,0.079,0.08,0.815258181792722,0.0307473230730956,26.514769427394,1.89971051917558e-07,27.6048019724906,1.75750292923105,15.7068312737142,4.22055742455229e-06,0.623,284,754,4,"C","h","dead","dead",12
"2024-07-13","8:37:55 AM",33,"2024-07-13_33",19,"heating","h10",19.32,0.082,0.077,1.03793417733232,0.0812297635962074,12.7777569622372,1.41063442491286e-05,18.6178643349778,2.13641335549214,8.71454219620762,0.00012620174971925,0.634,226,617,5,"K","h","dead","dead",13
"2024-07-13","8:42:33 AM",5,"2024-07-13_5",19,"heating","h10",35.92,0.25,0.261,0.823980513471173,0.0253179813013012,32.545269058589,5.59675730315375e-08,43.5932082156427,2.63599823385347,16.5376469740328,3.11684299854759e-06,0.704,234,791,5,"B","h","nut","NO3",14
"2024-07-13","8:47:47 AM",28,"2024-07-13_28",19,"heating","h10",26.44,0.167,0.159,0.796437676937689,0.0304819266650537,26.128193459988,2.07334061450912e-07,33.1943418821319,2.28551694583613,14.5237785012301,6.6809855771759e-06,0.627,245,656,5,"J","h","nut","NH4",15
"2024-07-13","8:52:20 AM",2,"2024-07-13_2",19,"heating","h10",21.64,0.092,0.094,0.793754565225635,0.0232542663702831,34.1337177697415,4.21062046159364e-08,27.2687407125509,1.34281203741203,20.3071911427792,9.26689553563545e-07,0.618,317,829,6,"A","h","dead","dead",16
"2024-07-13","9:05:59 AM",40,"2024-07-13_40",19,"heating","h10",46.97,0.244,0.239,0.736882287820922,0.0220470587885144,33.423156117532,4.77432438576385e-08,63.7350773807611,4.21177682232658,15.1325865708036,5.25205912522939e-06,0.663,218,647,6,"N","h","nut","NO3",17
"2024-07-13","9:10:40 AM",43,"2024-07-13_43",19,"heating","h10",20.43,0.097,0.084,0.720331356233961,0.0218292034769079,32.9985176507225,5.15314444603892e-08,28.3651243542551,1.46492516769073,19.3628486832328,1.22852740330009e-06,0.613,241,623,6,"O","h","nut","NO3",18
"2024-07-13","9:15:26 AM",23,"2024-07-13_23",19,"heating","h10",24.12,0.157,0.154,0.746013181264249,0.0184382631059819,40.460057272001,1.52396096705868e-08,32.3289945984584,1.42460224309277,22.6933480943235,4.79407758036003e-07,0.616,249,648,7,"H","h","nut","NO3",19
"2024-07-13","9:20:03 AM",20,"2024-07-13_20",19,"heating","h10",24.78,0.109,0.116,0.737093735068983,0.0234809330636643,31.3911603542536,6.94286354058915e-08,33.6207951413646,1.93512356220888,17.3739784879615,2.33058261613412e-06,0.592,248,608,7,"G","h","nut","NH4",20
"2024-07-13","9:24:36 AM",27,"2024-07-13_27",19,"heating","h10",22.63,0.112,0.107,0.844603008360645,0.0368220933715212,22.9373979322391,4.49893401769555e-07,26.7979530487697,1.95178974165333,13.7299384646164,9.28022774007818e-06,0.618,255,667,7,"I","h","dead","dead",21
"2024-07-13","9:33:58 AM",4,"2024-07-13_4",19,"heating","h10",30.45,0.213,0.24,0.793752117585972,0.0301940336918941,26.2883762297404,1.99924071322047e-07,38.3675020143651,2.75579776879504,13.9224664628207,8.55539600185011e-06,0.706,284,967,8,"B","h","dead","dead",23
"2024-07-13","9:38:38 AM",12,"2024-07-13_12",19,"heating","h10",50.47,0.287,0.304,0.806983954848078,0.0226167888408339,35.6807485150631,3.23101954859464e-08,62.5378901302638,3.84999296308141,16.2436375156931,3.46388445052744e-06,0.72,212,757,8,"D","h","CTL","CTL",22
"2024-07-13","9:43:15 AM",47,"2024-07-13_47",19,"heating","h10",25.36,0.112,0.118,0.863499207578167,0.0278106300409396,31.0492500999446,7.411794186766e-08,29.37064150979,1.63174168432032,17.9995656126318,1.89150450684467e-06,0.642,224,626,8,"P","h","dead","dead",24
"2024-07-13","9:48:14 AM",32,"2024-07-13_32",19,"heating","h10",18.8,0.131,0.122,0.826879432243077,0.0383738043240615,21.5480181547859,6.5195885012206e-07,22.7405491821252,1.66312510879089,13.6733845589391,9.50653647865446e-06,0.611,296,760,9,"K","h","dead","dead",25
"2024-07-13","9:52:49 AM",17,"2024-07-13_17",19,"heating","h10",39.75,0.506,0.51,0.721274265551458,0.0237088886010018,30.4221036122705,8.37145352610035e-08,55.1093918969105,3.8333220347703,14.3764054772958,7.09196093678197e-06,0.672,310,946,9,"F","h","nut","NO3",26
"2024-07-13","9:57:36 AM",29,"2024-07-13_29",19,"heating","h10",23.59,0.108,0.103,0.830648981766907,0.039884960074723,20.8261204276178,7.97973221421843e-07,28.3936768069309,2.3242930758951,12.2160484413078,1.83129743835633e-05,0.643,263,737,9,"J","h","CTL","CTL",27
"2024-07-13","9:59:46 AM",34,"2024-07-13_34",19,"heating","h10",19.95,0.08,0.077,0.925041686209122,0.067114754136448,13.7829855463444,9.0736241318093e-06,21.5675022782556,2.41949663239831,8.91404517346939,0.000111119790949569,0.631,268,726,10,"L","h","dead","dead",28
"2024-07-13","10:07:45 AM",11,"2024-07-13_11",19,"heating","h10",49.61,0.26,0.276,0.787014257107327,0.0189485056885672,41.5343705747827,1.30286561191083e-08,63.0324748859069,3.34117404652601,18.8653670859933,1.43301016568978e-06,0.699,228,757,10,"D","h","nut","NO3",29
"2024-07-13","10:13:44 AM",14,"2024-07-13_14",19,"heating","h10",19.24,0.115,0.106,0.75513848872189,0.0386286725005306,19.5486523310248,1.16101901264176e-06,25.4814748071315,2.13923632657171,11.9114819109151,2.11966090729643e-05,0.582,291,696,10,"E","h","CTL","CTL",30
"2024-07-13","10:18:26 AM",26,"2024-07-13_26",19,"heating","h10",26.78,0.08,0.086,0.830189928217134,0.025937325315115,32.0075380992866,6.18204922648013e-08,32.2594670169835,1.79561794270385,17.9656631011422,1.9126771864469e-06,0.621,265,700,11,"I","h","nut","NH4",31
"2024-07-13","10:23:06 AM",45,"2024-07-13_45",19,"heating","h10",17.98,0.123,0.114,0.785199502232742,0.0285307358743381,27.5211794638282,1.5216168829135e-07,22.8978899858453,1.3144163496557,17.4205760540359,2.29405527071977e-06,0.606,321,815,11,"O","h","CTL","CTL",32
"2024-07-13","10:27:49 AM",16,"2024-07-13_16",19,"heating","h10",40.72,0.552,0.554,0.763054705156713,0.0247468111298635,30.834465950075,7.72525584971949e-08,53.3630419068323,3.62682033224639,14.7134506312255,6.19212248338908e-06,0.683,285,900,11,"F","h","CTL","CTL",33
"2024-07-13","10:32:31 AM",31,"2024-07-13_31",19,"heating","h10",15.21,0.184,0.163,0.63041999793646,0.0155836316671255,40.453984758018,1.52532965483839e-08,24.130723983268,0.96018208350514,25.1314041344938,2.61350310160183e-07,0.555,353,793,12,"K","h","nut","NH4",34
"2024-07-13","10:37:19 AM",37,"2024-07-13_37",19,"heating","h10",25.12,0.13,0.114,0.634041693225285,0.0189901697791325,33.3878896607868,4.80451967637026e-08,39.6145472030471,2.26394026800692,17.4980531787273,2.23478610376752e-06,0.581,208,496,12,"M","h","dead","dead",35
"2024-07-13","10:41:50 AM",24,"2024-07-13_24",19,"heating","h10",27.12,0.137,0.14,0.720200785330988,0.0199416696240235,36.1153704233154,3.00551457249282e-08,37.6533302563354,1.95645341320491,19.2457075656377,1.27343780100754e-06,0.609,253,647,12,"H","h","CTL","CTL",36
"2024-07-13","11:02:08 AM",22,"2024-07-13_22",19,"heating","h10",15.6,0.157,0.136,0.675048303573988,0.0238555340447427,28.297346112977,1.28919409939136e-07,23.1115147166456,1.2945880799126,17.8524080943229,1.98543393881043e-06,0.543,307,672,13,"H","h","nut","NH4",37
"2024-07-13","11:06:44 AM",35,"2024-07-13_35",19,"heating","h10",15.36,0.094,0.087,0.798537892270806,0.0622218905160236,12.8337131136375,1.3752455183639e-05,19.2391292987381,2.22431794308743,8.64945110860973,0.00013162510231148,0.552,203,453,13,"L","h","nut","NO3",38
"2024-07-13","11:11:36 AM",7,"2024-07-13_7",19,"heating","h10",16.79,0.153,0.144,0.703404870023505,0.0256937811471682,27.3764638219092,1.57017652102525e-07,23.875439946745,1.39852780490331,17.0718378733955,2.58455018959247e-06,0.594,325,800,13,"C","h","CTL","CTL",39
"2024-07-13","11:16:26 AM",41,"2024-07-13_41",19,"heating","h10",21.93,0.207,0.193,0.711334171086947,0.0184623940899901,38.5288152565552,2.04169610073917e-08,30.8363106720546,1.40401835476948,21.9628971140606,5.82198377722789e-07,0.594,258,636,14,"N","h","CTL","CTL",40
"2024-07-13","11:21:09 AM",39,"2024-07-13_39",19,"heating","h10",28.46,0.156,0.154,0.708525918554209,0.0224472514953952,31.5640388623772,6.7189717291133e-08,40.1682927900989,2.43924212218034,16.4675299859918,3.19578461894246e-06,0.594,237,584,14,"M","h","nut","NO3",41
"2024-07-13","11:25:48 AM",10,"2024-07-13_10",19,"heating","h10",64.27,0.386,0.39,0.73580939369321,0.0203741527334523,36.1148462622981,3.00577526042656e-08,87.340411608844,5.82842542129281,14.9852499252656,5.56223383814197e-06,0.696,230,757,14,"D","h","nut","NH4",42
"2024-07-13","11:30:35 AM",18,"2024-07-13_18",19,"heating","h10",24.93,0.124,0.121,0.829213522115663,0.0320761880039954,25.8513736735917,2.20907939426912e-07,30.0610004303904,2.02210027689493,14.8662263557726,5.82842966995988e-06,0.611,250,642,15,"F","h","nut","NH4",43
"2024-07-13","11:35:23 AM",6,"2024-07-13_6",19,"heating","h10",36.61,0.271,0.272,0.793106172478791,0.0241528727279674,32.8369292303862,5.30642509201031e-08,46.1624979539206,2.81720492959028,16.385921190559,3.29061124716528e-06,0.701,272,911,15,"B","h","nut","NH4",44
